,Gender,Age,Recommendation,Reward
3180,m,75.0,health,1
3181,f,56.0,health,1
3182,m,46.0,movies,0
3183,m,69.0,news,1
3184,m,44.0,news,1
3185,m,54.0,movies,0
3186,f,48.0,sports,0
3187,m,15.0,sports,0
3188,f,63.0,sports,0
3189,m,91.0,news,1
3190,m,98.0,movies,0
3191,f,20.0,health,0
3192,f,56.0,sports,0
3193,m,72.0,sports,0
3194,f,66.0,movies,0
3195,f,74.0,sports,0
3196,f,40.0,news,1
3197,f,81.0,health,1
3198,f,83.0,health,1
3199,m,66.0,news,1
3200,m,98.0,sports,0
3201,m,26.0,movies,0
3202,m,72.0,health,1
3203,m,45.0,news,1
3204,f,15.0,sports,0
3205,f,45.0,movies,0
3206,m,77.0,sports,0
3207,f,22.0,news,1
3208,m,74.0,health,1
3209,m,43.0,sports,0
3210,m,66.0,health,1
3211,m,18.0,sports,0
3212,f,89.0,sports,0
3213,f,49.0,news,1
3214,f,55.0,health,1
3215,m,98.0,news,0
3216,m,95.0,movies,0
3217,m,25.0,news,1
3218,m,87.0,movies,0
3219,f,67.0,news,1
3220,m,48.0,sports,0
3221,m,71.0,news,1
3222,f,87.0,health,1
3223,f,36.0,sports,0
3224,m,57.0,sports,0
3225,m,39.0,news,0
3226,m,62.0,sports,0
3227,m,21.0,news,1
3228,f,43.0,sports,0
3229,f,91.0,health,1
3230,m,43.0,news,1
3231,m,72.0,sports,0
3232,f,12.0,movies,0
3233,f,63.0,health,1
3234,f,17.0,sports,0
3235,m,89.0,health,1
3236,f,75.0,health,1
3237,m,93.0,health,1
3238,m,78.0,movies,0
3239,f,56.0,health,0
3240,m,50.0,news,1
3241,m,56.0,sports,0
3242,f,19.0,health,0
3243,f,68.0,sports,0
3244,m,87.0,sports,0
3245,f,79.0,health,1
3246,m,96.0,news,1
3247,m,55.0,news,1
3248,f,89.0,news,1
3249,f,58.0,sports,0
3250,f,13.0,sports,0
3251,f,21.0,movies,0
3252,m,39.0,health,1
3253,f,40.0,sports,0
3254,m,32.0,sports,0
3255,f,12.0,movies,0
3256,m,44.0,movies,0
3257,m,58.0,movies,0
3258,m,15.0,sports,0
3259,m,51.0,sports,0
3260,f,77.0,movies,0
3261,m,21.0,news,0
3262,m,28.0,news,1
3263,f,69.0,health,1
3264,m,45.0,movies,0
3265,m,44.0,sports,0
3266,m,23.0,health,1
3267,m,59.0,sports,0
3268,m,68.0,sports,0
3269,m,71.0,sports,0
3270,m,98.0,sports,0
3271,m,93.0,sports,0
3272,f,59.0,movies,0
3273,m,52.0,news,1
3274,f,25.0,movies,0
3275,f,83.0,news,1
3276,m,60.0,health,1
3277,f,25.0,sports,0
3278,m,86.0,news,1
3279,m,78.0,news,1
3280,f,21.0,health,1
3281,m,32.0,movies,0
3282,f,23.0,health,1
3283,m,34.0,news,1
3284,f,64.0,movies,0
3285,m,44.0,sports,0
3286,m,14.0,news,1
3287,f,46.0,health,1
3288,m,79.0,news,1
3289,f,47.0,sports,0
3290,f,81.0,sports,0
3291,m,31.0,movies,0
3292,m,79.0,sports,0
3293,m,20.0,news,1
3294,m,95.0,sports,0
3295,f,90.0,sports,0
3296,f,90.0,sports,0
3297,m,74.0,sports,0
3298,m,62.0,health,1
3299,f,31.0,health,1
3300,m,90.0,movies,0
3301,m,93.0,sports,0
3302,f,15.0,news,0
3303,f,52.0,movies,0
3304,f,78.0,news,1
3305,f,53.0,sports,0
3306,m,97.0,movies,0
3307,m,62.0,news,0
3308,m,41.0,movies,0
3309,f,50.0,health,1
3310,m,45.0,health,1
3311,m,44.0,news,1
3312,f,79.0,news,1
3313,m,68.0,news,1
3314,m,40.0,news,1
3315,f,34.0,sports,0
3316,f,66.0,movies,0
3317,m,30.0,movies,0
3318,m,31.0,health,1
3319,m,83.0,movies,0
3320,f,33.0,movies,0
3321,m,28.0,sports,0
3322,m,93.0,sports,0
3323,m,40.0,health,1
3324,m,10.0,health,1
3325,f,92.0,news,1
3326,m,50.0,movies,0
3327,m,86.0,news,1
3328,f,87.0,news,1
3329,m,51.0,movies,0
3330,m,69.0,news,0
3331,m,50.0,movies,0
3332,m,72.0,movies,0
3333,m,69.0,health,0
3334,m,15.0,sports,0
3335,m,88.0,sports,0
3336,f,73.0,news,1
3337,f,56.0,sports,0
3338,f,13.0,news,1
3339,m,80.0,health,1
3340,m,30.0,health,1
3341,f,53.0,movies,0
3342,m,42.0,health,1
3343,f,44.0,health,1
3344,m,78.0,sports,0
3345,f,54.0,movies,0
3346,m,76.0,sports,0
3347,m,76.0,news,1
3348,f,65.0,news,1
3349,f,14.0,movies,0
3350,f,44.0,movies,0
3351,m,84.0,sports,0
3352,m,33.0,news,1
3353,m,53.0,movies,0
3354,m,57.0,sports,0
3355,f,89.0,sports,0
3356,f,87.0,movies,0
3357,f,80.0,movies,0
3358,f,97.0,movies,0
3359,f,12.0,news,1
3360,f,56.0,movies,0
3361,f,56.0,sports,0
3362,m,83.0,health,1
3363,m,37.0,movies,0
3364,f,72.0,movies,0
3365,f,48.0,sports,0
3366,m,89.0,movies,0
3367,m,47.0,movies,0
3368,f,83.0,movies,0
3369,f,29.0,health,1
3370,m,38.0,movies,0
3371,m,25.0,sports,0
3372,f,59.0,health,1
3373,f,48.0,health,1
3374,m,71.0,sports,0
3375,f,21.0,health,1
3376,f,12.0,health,0
3377,m,54.0,movies,0
3378,f,45.0,health,1
3379,m,16.0,movies,0
3380,f,50.0,news,1
3381,m,17.0,movies,0
3382,m,24.0,sports,0
3383,m,52.0,sports,0
3384,m,16.0,health,1
3385,f,73.0,health,1
3386,m,44.0,movies,0
3387,f,15.0,health,1
3388,f,28.0,sports,0
3389,m,67.0,news,1
3390,f,48.0,movies,0
3391,f,19.0,movies,0
3392,m,53.0,sports,0
3393,m,40.0,news,1
3394,m,93.0,movies,0
3395,m,77.0,health,1
3396,m,40.0,health,1
3397,f,65.0,sports,0
3398,m,17.0,movies,0
3399,m,76.0,news,1
3400,f,14.0,sports,0
3401,m,97.0,movies,0
3402,f,30.0,health,1
3403,m,96.0,movies,0
3404,m,51.0,movies,0
3405,f,68.0,news,1
3406,f,25.0,news,1
3407,m,62.0,movies,0
3408,m,35.0,health,1
3409,m,93.0,movies,0
3410,f,94.0,sports,0
3411,f,45.0,news,1
3412,f,21.0,sports,0
3413,f,40.0,health,1
3414,m,85.0,health,1
3415,f,47.0,sports,0
3416,f,82.0,news,1
3417,f,58.0,movies,0
3418,m,80.0,health,1
3419,m,49.0,movies,0
3420,m,78.0,sports,0
3421,m,18.0,sports,0
3422,f,11.0,news,1
3423,m,68.0,sports,0
3424,f,24.0,sports,0
3425,f,54.0,health,1
3426,f,28.0,news,1
3427,f,83.0,news,1
3428,m,83.0,news,1
3429,m,76.0,sports,0
3430,f,54.0,movies,0
3431,f,67.0,health,1
3432,m,98.0,news,1
3433,m,35.0,sports,0
3434,f,16.0,movies,0
3435,m,74.0,movies,0
3436,m,49.0,sports,0
3437,f,60.0,sports,0
3438,f,97.0,sports,0
3439,m,84.0,movies,0
3440,m,52.0,news,1
3441,m,54.0,health,1
3442,m,44.0,health,1
3443,f,90.0,movies,0
3444,m,39.0,health,1
3445,f,82.0,news,1
3446,m,22.0,news,0
3447,f,42.0,news,1
3448,f,94.0,health,1
3449,f,76.0,news,0
3450,m,52.0,sports,0
3451,f,25.0,news,1
3452,f,77.0,movies,0
3453,f,58.0,sports,0
3454,m,28.0,news,1
3455,m,55.0,sports,0
3456,m,53.0,movies,0
3457,f,47.0,sports,0
3458,f,63.0,movies,0
3459,m,47.0,movies,0
3460,f,13.0,health,1
3461,m,98.0,health,0
3462,m,14.0,movies,0
3463,m,99.0,movies,0
3464,m,28.0,movies,0
3465,m,33.0,sports,0
3466,f,92.0,health,1
3467,f,59.0,sports,0
3468,f,68.0,health,1
3469,m,61.0,sports,0
3470,f,23.0,movies,0
3471,m,93.0,sports,0
3472,f,23.0,news,1
3473,f,69.0,sports,0
3474,m,76.0,movies,0
3475,f,17.0,news,1
3476,f,78.0,health,1
3477,f,86.0,health,1
3478,f,62.0,news,0
3479,m,79.0,sports,0
3480,m,57.0,health,1
3481,m,55.0,sports,0
3482,f,89.0,news,1
3483,m,68.0,health,1
3484,m,20.0,health,1
3485,f,25.0,health,1
3486,f,56.0,sports,0
3487,f,51.0,health,1
3488,m,69.0,movies,0
3489,m,71.0,health,1
3490,m,32.0,news,1
3491,m,29.0,news,1
3492,f,56.0,health,1
3493,f,17.0,health,1
3494,m,19.0,movies,0
3495,m,53.0,movies,0
3496,m,10.0,sports,0
3497,m,65.0,news,1
3498,m,80.0,health,1
3499,m,40.0,news,1
3500,m,91.0,news,1
3501,m,93.0,news,1
3502,f,52.0,sports,0
3503,m,66.0,news,1
3504,f,44.0,news,1
3505,f,62.0,news,1
3506,m,23.0,sports,0
3507,m,59.0,sports,0
3508,m,12.0,news,1
3509,f,78.0,movies,0
3510,f,19.0,news,1
3511,m,47.0,movies,0
3512,m,26.0,news,1
3513,f,65.0,sports,0
3514,m,45.0,sports,0
3515,f,72.0,sports,0
3516,m,16.0,movies,0
3517,m,72.0,health,1
3518,m,41.0,health,1
3519,m,61.0,health,1
3520,f,74.0,sports,0
3521,f,80.0,sports,0
3522,m,51.0,health,1
3523,m,20.0,sports,0
3524,f,75.0,sports,0
3525,m,70.0,news,1
3526,f,13.0,health,1
3527,m,60.0,movies,0
3528,m,83.0,news,1
3529,f,34.0,health,1
3530,f,50.0,news,1
3531,m,80.0,news,1
3532,f,53.0,movies,0
3533,m,52.0,health,1
3534,f,43.0,sports,0
3535,f,37.0,movies,0
3536,m,88.0,news,1
3537,m,24.0,movies,0
3538,f,72.0,sports,0
3539,f,15.0,health,1
3540,m,32.0,news,1
3541,m,90.0,health,1
3542,f,81.0,news,1
3543,m,20.0,health,0
3544,m,93.0,health,1
3545,f,47.0,movies,0
3546,m,44.0,movies,0
3547,m,63.0,movies,0
3548,f,45.0,health,1
3549,f,16.0,sports,0
3550,f,60.0,news,1
3551,f,83.0,sports,0
3552,m,69.0,health,1
3553,m,48.0,movies,0
3554,m,62.0,sports,0
3555,m,55.0,health,1
3556,f,76.0,news,1
3557,f,59.0,health,1
3558,f,57.0,news,1
3559,f,15.0,movies,0
3560,f,77.0,health,0
3561,m,90.0,health,1
3562,f,66.0,health,1
3563,f,91.0,movies,0
3564,f,24.0,movies,0
3565,f,54.0,health,1
3566,f,82.0,news,1
3567,m,63.0,news,1
3568,f,41.0,movies,0
3569,m,78.0,sports,0
3570,f,29.0,news,1
3571,f,30.0,news,1
3572,f,38.0,health,1
3573,f,68.0,health,1
3574,f,91.0,movies,0
3575,f,21.0,news,1
3576,f,27.0,movies,0
3577,m,59.0,news,1
3578,m,84.0,health,1
3579,m,97.0,health,1
3580,m,17.0,sports,0
3581,f,60.0,sports,0
3582,f,47.0,health,1
3583,m,71.0,movies,0
3584,m,78.0,health,1
3585,m,44.0,movies,0
3586,f,14.0,movies,0
3587,f,68.0,movies,0
3588,f,16.0,health,1
3589,m,49.0,news,0
3590,m,10.0,sports,0
3591,f,13.0,health,1
3592,m,17.0,news,1
3593,f,26.0,sports,0
3594,m,93.0,health,1
3595,m,92.0,movies,0
3596,f,13.0,news,1
3597,f,58.0,movies,0
3598,f,24.0,movies,0
3599,f,95.0,health,1
3600,m,22.0,movies,0
3601,f,68.0,news,1
3602,m,42.0,movies,0
3603,f,59.0,health,1
3604,f,44.0,news,1
3605,m,19.0,health,1
3606,m,10.0,sports,0
3607,m,62.0,movies,0
3608,f,36.0,movies,0
3609,f,75.0,health,1
3610,m,41.0,news,1
3611,f,73.0,news,0
3612,f,69.0,news,1
3613,f,95.0,health,0
3614,m,52.0,news,0
3615,m,42.0,health,1
3616,m,80.0,health,1
3617,m,41.0,movies,0
3618,m,51.0,news,0
3619,m,36.0,sports,0
3620,f,24.0,movies,0
3621,f,53.0,health,1
3622,m,75.0,sports,0
3623,m,88.0,health,1
3624,m,71.0,news,1
3625,f,22.0,health,1
3626,m,41.0,movies,0
3627,f,11.0,sports,0
3628,f,85.0,health,1
3629,f,61.0,sports,0
3630,m,33.0,news,1
3631,m,73.0,sports,0
3632,f,21.0,movies,0
3633,f,70.0,health,1
3634,f,86.0,health,1
3635,f,89.0,movies,0
3636,f,12.0,news,1
3637,m,65.0,sports,0
3638,m,52.0,sports,0
3639,f,76.0,news,1
3640,m,51.0,movies,0
3641,f,96.0,health,1
3642,m,87.0,sports,0
3643,f,58.0,sports,0
3644,f,59.0,movies,0
3645,f,43.0,sports,0
3646,m,99.0,news,1
3647,f,49.0,health,1
3648,m,55.0,sports,0
3649,m,61.0,movies,0
3650,m,61.0,movies,0
3651,m,60.0,sports,0
3652,m,99.0,movies,0
3653,f,47.0,news,1
3654,f,27.0,sports,0
3655,m,79.0,sports,0
3656,f,44.0,health,1
3657,f,15.0,health,1
3658,m,18.0,sports,0
3659,f,16.0,sports,0
3660,m,39.0,sports,0
3661,f,74.0,sports,0
3662,f,10.0,movies,0
3663,m,62.0,health,1
3664,f,21.0,sports,0
3665,f,41.0,news,1
3666,m,27.0,sports,0
3667,f,22.0,health,1
3668,f,55.0,news,1
3669,m,82.0,news,1
3670,m,32.0,movies,0
3671,f,96.0,movies,0
3672,f,16.0,movies,0
3673,m,78.0,sports,0
3674,m,81.0,news,1
3675,f,58.0,health,1
3676,m,65.0,movies,0
3677,f,32.0,movies,0
3678,m,58.0,movies,0
3679,m,14.0,health,1
3680,m,73.0,movies,0
3681,m,47.0,health,0
3682,f,10.0,movies,0
3683,f,64.0,health,1
3684,f,90.0,sports,0
3685,m,97.0,health,0
3686,m,45.0,sports,0
3687,m,16.0,health,1
3688,m,47.0,news,0
3689,m,24.0,sports,0
3690,f,80.0,news,1
3691,f,56.0,health,1
3692,f,29.0,health,1
3693,f,22.0,movies,0
3694,m,23.0,sports,0
3695,f,55.0,health,1
3696,m,80.0,sports,0
3697,f,21.0,movies,0
3698,m,20.0,news,1
3699,m,69.0,health,1
3700,m,59.0,health,1
3701,m,40.0,sports,0
3702,f,98.0,movies,0
3703,f,84.0,sports,0
3704,f,64.0,news,1
3705,f,93.0,health,1
3706,f,39.0,sports,0
3707,m,59.0,health,0
3708,m,74.0,movies,0
3709,f,78.0,news,1
3710,m,88.0,movies,0
3711,m,90.0,news,1
3712,f,61.0,movies,0
3713,m,67.0,sports,0
3714,f,79.0,health,1
3715,f,28.0,movies,0
3716,f,92.0,news,1
3717,m,24.0,sports,0
3718,m,18.0,sports,0
3719,f,61.0,sports,0
3720,m,26.0,movies,0
3721,m,97.0,movies,0
3722,m,25.0,movies,0
3723,m,27.0,news,1
3724,f,52.0,movies,0
3725,m,40.0,health,1
3726,f,29.0,health,1
3727,m,47.0,health,1
3728,m,48.0,health,0
3729,m,42.0,news,1
3730,m,24.0,health,1
3731,f,82.0,movies,0
3732,m,84.0,sports,0
3733,m,73.0,movies,0
3734,m,52.0,movies,0
3735,f,86.0,health,1
3736,m,31.0,news,1
3737,f,17.0,health,1
3738,m,88.0,sports,0
3739,m,52.0,news,1
3740,m,24.0,sports,0
3741,f,13.0,news,1
3742,f,76.0,movies,0
3743,f,77.0,health,0
3744,m,79.0,news,1
3745,f,83.0,health,1
3746,m,37.0,health,1
3747,f,44.0,news,1
3748,f,90.0,sports,0
3749,f,13.0,sports,0
3750,f,27.0,news,1
3751,m,88.0,movies,0
3752,f,81.0,news,1
3753,f,84.0,movies,0
3754,m,66.0,sports,0
3755,m,83.0,news,1
3756,m,14.0,sports,0
3757,f,79.0,health,1
3758,f,28.0,news,1
3759,m,63.0,sports,0
3760,f,18.0,health,0
3761,m,63.0,sports,0
3762,m,45.0,news,1
3763,f,87.0,sports,0
3764,m,99.0,health,1
3765,m,66.0,sports,0
3766,m,23.0,news,1
3767,f,47.0,sports,0
3768,f,36.0,movies,0
3769,m,18.0,movies,0
3770,m,90.0,health,1
3771,m,83.0,news,1
3772,m,29.0,news,1
3773,f,91.0,news,1
3774,m,65.0,sports,0
3775,f,42.0,sports,0
3776,m,54.0,health,1
3777,m,73.0,sports,0
3778,f,71.0,sports,0
3779,m,10.0,health,1
3780,f,21.0,news,0
3781,m,31.0,news,1
3782,m,81.0,sports,0
3783,m,21.0,health,1
3784,f,84.0,movies,0
3785,f,68.0,movies,0
3786,m,73.0,news,1
3787,m,37.0,health,0
3788,m,75.0,sports,0
3789,m,14.0,news,1
3790,m,60.0,sports,0
3791,m,62.0,news,1
3792,m,65.0,health,1
3793,f,37.0,news,1
3794,f,79.0,news,1
3795,f,59.0,sports,0
3796,f,34.0,health,1
3797,f,41.0,movies,0
3798,f,50.0,health,1
3799,m,69.0,news,1
3800,f,81.0,sports,0
3801,m,41.0,movies,0
3802,m,61.0,health,1
3803,m,28.0,movies,0
3804,f,38.0,movies,0
3805,m,82.0,sports,0
3806,f,80.0,health,1
3807,f,60.0,sports,0
3808,m,68.0,news,1
3809,f,12.0,movies,0
3810,m,28.0,movies,0
3811,f,90.0,health,1
3812,m,63.0,sports,0
3813,m,69.0,news,1
3814,f,72.0,movies,0
3815,m,16.0,movies,0
3816,m,75.0,news,1
3817,f,52.0,movies,0
3818,f,51.0,movies,0
3819,f,21.0,health,1
3820,m,46.0,news,1
3821,f,48.0,news,1
3822,m,53.0,health,0
3823,f,11.0,movies,0
3824,m,87.0,health,0
3825,f,58.0,health,1
3826,f,57.0,health,1
3827,m,49.0,sports,0
3828,f,50.0,movies,0
3829,f,83.0,sports,0
3830,f,82.0,sports,0
3831,m,53.0,news,1
3832,f,76.0,health,1
3833,f,29.0,health,0
3834,m,75.0,health,1
3835,f,40.0,health,1
3836,f,81.0,movies,0
3837,m,86.0,movies,0
3838,m,11.0,movies,0
3839,f,33.0,movies,0
3840,f,45.0,sports,0
3841,m,51.0,health,0
3842,f,19.0,movies,0
3843,f,54.0,movies,0
3844,f,79.0,movies,0
3845,m,25.0,health,1
3846,m,18.0,movies,0
3847,f,57.0,movies,0
3848,f,30.0,sports,0
3849,f,22.0,movies,0
3850,m,60.0,sports,0
3851,m,25.0,health,1
3852,f,59.0,news,1
3853,m,87.0,news,1
3854,m,75.0,news,1
3855,m,84.0,health,1
3856,m,59.0,sports,0
3857,m,43.0,movies,0
3858,m,40.0,sports,0
3859,f,59.0,sports,0
3860,f,46.0,sports,0
3861,f,26.0,news,1
3862,m,67.0,movies,0
3863,f,42.0,movies,0
3864,f,16.0,movies,0
3865,m,78.0,sports,0
3866,f,56.0,sports,0
3867,m,84.0,health,1
3868,m,17.0,health,0
3869,m,24.0,news,1
3870,f,13.0,news,1
3871,m,13.0,news,1
3872,f,17.0,sports,0
3873,f,35.0,news,1
3874,m,30.0,health,0
3875,f,95.0,sports,0
3876,f,33.0,sports,0
3877,f,55.0,movies,0
3878,f,78.0,news,1
3879,f,80.0,health,1
3880,f,30.0,movies,0
3881,f,78.0,health,1
3882,f,97.0,movies,0
3883,f,95.0,sports,0
3884,m,95.0,news,1
3885,f,51.0,health,1
3886,m,78.0,movies,0
3887,m,83.0,movies,0
3888,m,86.0,movies,0
3889,f,68.0,movies,0
3890,f,83.0,movies,0
3891,f,69.0,news,1
3892,f,37.0,news,1
3893,f,74.0,news,1
3894,m,64.0,movies,0
3895,m,22.0,news,1
3896,m,57.0,sports,0
3897,m,76.0,news,1
3898,m,66.0,health,1
3899,m,34.0,sports,0
3900,m,78.0,health,1
3901,f,31.0,movies,0
3902,f,50.0,movies,0
3903,m,21.0,news,1
3904,f,50.0,sports,0
3905,f,63.0,movies,0
3906,f,61.0,health,0
3907,m,66.0,movies,0
3908,m,78.0,news,0
3909,m,56.0,news,1
3910,f,29.0,news,1
3911,m,34.0,health,1
3912,m,75.0,health,0
3913,m,35.0,news,1
3914,f,76.0,sports,0
3915,f,96.0,health,1
3916,m,58.0,movies,0
3917,f,51.0,health,1
3918,m,32.0,movies,0
3919,f,81.0,news,0
3920,m,64.0,health,1
3921,f,17.0,sports,0
3922,m,43.0,health,1
3923,m,30.0,sports,0
3924,f,69.0,health,1
3925,f,51.0,health,1
3926,f,68.0,sports,0
3927,f,32.0,news,1
3928,m,56.0,news,1
3929,m,80.0,news,1
3930,f,78.0,movies,0
3931,m,17.0,sports,0
3932,m,95.0,movies,0
3933,f,91.0,movies,0
3934,f,63.0,health,1
3935,f,12.0,health,1
3936,f,32.0,sports,0
3937,m,89.0,health,1
3938,f,28.0,sports,0
3939,f,77.0,news,0
3940,m,12.0,health,1
3941,f,10.0,movies,0
3942,m,91.0,news,1
3943,m,79.0,health,1
3944,f,98.0,news,1
3945,m,57.0,health,1
3946,m,72.0,news,1
3947,m,94.0,sports,0
3948,m,90.0,news,1
3949,m,33.0,sports,0
3950,f,65.0,sports,0
3951,f,71.0,sports,0
3952,f,96.0,health,1
3953,f,55.0,movies,0
3954,m,84.0,sports,0
3955,m,94.0,news,1
3956,m,50.0,movies,0
3957,f,70.0,news,1
3958,f,36.0,movies,0
3959,m,25.0,health,1
3960,m,59.0,news,0
3961,m,25.0,news,1
3962,f,38.0,news,1
3963,f,83.0,movies,0
3964,m,27.0,sports,0
3965,f,21.0,news,1
3966,f,92.0,sports,0
3967,f,44.0,news,1
3968,m,51.0,health,1
3969,m,80.0,health,1
3970,f,76.0,health,1
3971,m,56.0,news,1
3972,m,59.0,news,1
3973,m,95.0,health,1
3974,f,88.0,sports,0
3975,f,94.0,sports,0
3976,m,28.0,health,1
3977,m,43.0,movies,0
3978,f,69.0,movies,0
3979,m,55.0,news,1
3980,m,12.0,health,1
3981,m,21.0,movies,0
3982,m,13.0,news,1
3983,f,27.0,movies,0
3984,m,78.0,news,1
3985,m,72.0,news,1
3986,f,20.0,news,1
3987,f,10.0,movies,0
3988,f,27.0,sports,0
3989,m,17.0,news,1
3990,m,13.0,health,1
3991,f,20.0,health,1
3992,f,42.0,health,1
3993,f,46.0,movies,0
3994,m,30.0,news,1
3995,m,34.0,news,1
3996,f,18.0,news,1
3997,f,54.0,news,1
3998,m,73.0,health,1
3999,m,96.0,movies,0
4000,f,37.0,sports,0
4001,f,94.0,movies,0
4002,m,44.0,movies,0
4003,f,17.0,health,0
4004,m,42.0,news,1
4005,f,93.0,sports,0
4006,m,95.0,health,1
4007,f,34.0,news,0
4008,m,82.0,news,0
4009,f,84.0,sports,0
4010,f,38.0,health,1
4011,f,25.0,sports,1
4012,f,93.0,movies,0
4013,f,28.0,sports,1
4014,m,33.0,sports,1
4015,f,50.0,sports,0
4016,f,11.0,sports,1
4017,m,57.0,sports,0
4018,m,48.0,health,0
4019,f,50.0,health,0
4020,m,62.0,health,1
4021,f,53.0,movies,0
4022,f,97.0,news,0
4023,m,86.0,health,1
4024,m,30.0,movies,0
4025,f,72.0,movies,0
4026,m,13.0,sports,1
4027,m,89.0,sports,0
4028,f,32.0,movies,1
4029,m,18.0,news,0
4030,f,54.0,movies,0
4031,f,65.0,health,1
4032,m,35.0,movies,0
4033,m,47.0,movies,0
4034,m,43.0,health,0
4035,f,74.0,news,0
4036,f,69.0,news,0
4037,m,46.0,news,1
4038,m,58.0,health,0
4039,m,97.0,movies,0
4040,m,47.0,news,1
4041,f,31.0,news,0
4042,f,22.0,sports,1
4043,m,42.0,health,0
4044,f,38.0,movies,1
4045,f,91.0,movies,0
4046,m,80.0,sports,0
4047,m,54.0,health,1
4048,f,42.0,sports,0
4049,m,21.0,sports,1
4050,f,64.0,movies,0
4051,m,36.0,news,1
4052,f,47.0,health,1
4053,f,41.0,news,0
4054,m,51.0,movies,0
4055,f,35.0,sports,0
4056,f,57.0,movies,0
4057,m,13.0,movies,1
4058,m,21.0,movies,1
4059,m,73.0,movies,0
4060,m,24.0,sports,0
4061,m,31.0,sports,1
4062,m,68.0,news,0
4063,m,77.0,news,0
4064,m,20.0,health,0
4065,m,60.0,news,0
4066,m,89.0,health,1
4067,m,51.0,sports,0
4068,f,52.0,sports,0
4069,f,71.0,health,0
4070,f,53.0,movies,0
4071,m,59.0,news,0
4072,f,17.0,movies,1
4073,f,68.0,news,0
4074,m,11.0,movies,1
4075,m,85.0,movies,0
4076,m,41.0,movies,0
4077,f,53.0,movies,0
4078,m,54.0,news,0
4079,m,28.0,health,0
4080,f,24.0,news,0
4081,f,52.0,movies,0
4082,m,97.0,health,0
4083,m,31.0,movies,0
4084,m,25.0,health,0
4085,m,15.0,health,0
4086,m,46.0,movies,0
4087,m,46.0,health,0
4088,m,92.0,sports,0
4089,f,97.0,news,0
4090,f,12.0,health,0
4091,m,18.0,movies,1
4092,m,86.0,sports,0
4093,f,70.0,news,0
4094,f,61.0,sports,0
4095,m,93.0,sports,0
4096,f,73.0,movies,0
4097,m,69.0,movies,0
4098,m,33.0,movies,0
4099,f,52.0,movies,0
4100,m,29.0,sports,1
4101,m,20.0,movies,1
4102,m,34.0,news,1
4103,m,14.0,health,0
4104,f,68.0,health,0
4105,f,33.0,sports,0
4106,m,20.0,health,0
4107,m,86.0,health,1
4108,f,41.0,news,0
4109,f,48.0,movies,1
4110,f,91.0,sports,0
4111,f,33.0,sports,0
4112,m,28.0,health,0
4113,m,18.0,movies,1
4114,m,19.0,health,0
4115,f,69.0,movies,0
4116,m,18.0,news,0
4117,f,29.0,movies,1
4118,f,87.0,news,0
4119,m,43.0,news,1
4120,f,12.0,news,0
4121,m,80.0,news,0
4122,f,11.0,sports,1
4123,f,35.0,health,1
4124,f,70.0,sports,0
4125,f,94.0,sports,0
4126,f,74.0,movies,0
4127,m,55.0,movies,0
4128,f,27.0,movies,1
4129,m,82.0,news,0
4130,m,10.0,sports,0
4131,f,69.0,movies,0
4132,m,77.0,movies,0
4133,f,94.0,news,0
4134,f,72.0,health,1
4135,m,75.0,movies,0
4136,f,94.0,movies,0
4137,f,56.0,movies,0
4138,m,65.0,news,0
4139,m,26.0,health,0
4140,m,55.0,movies,0
4141,m,70.0,news,0
4142,m,43.0,movies,0
4143,m,90.0,news,0
4144,m,60.0,news,0
4145,m,44.0,health,0
4146,f,26.0,health,0
4147,m,80.0,sports,0
4148,f,47.0,health,1
4149,m,11.0,sports,1
4150,f,59.0,sports,0
4151,f,31.0,news,0
4152,f,37.0,movies,0
4153,f,10.0,sports,1
4154,m,99.0,news,0
4155,f,24.0,news,0
4156,f,46.0,health,1
4157,f,58.0,news,0
4158,f,42.0,movies,1
4159,m,68.0,sports,0
4160,f,26.0,news,0
4161,m,27.0,health,0
4162,m,60.0,news,0
4163,m,60.0,sports,0
4164,f,34.0,sports,0
4165,m,77.0,sports,0
4166,m,54.0,sports,0
4167,f,41.0,movies,1
4168,f,19.0,health,0
4169,m,84.0,movies,0
4170,f,89.0,health,1
4171,m,47.0,health,0
4172,m,11.0,movies,1
4173,m,85.0,movies,0
4174,m,98.0,news,0
4175,f,20.0,health,0
4176,f,25.0,movies,1
4177,f,52.0,health,1
4178,f,71.0,news,0
4179,m,76.0,news,0
4180,f,27.0,news,0
4181,m,25.0,movies,1
4182,m,81.0,news,0
4183,m,90.0,news,0
4184,f,46.0,sports,0
4185,m,23.0,sports,1
4186,m,16.0,health,0
4187,m,16.0,movies,1
4188,m,99.0,movies,0
4189,m,45.0,movies,0
4190,m,11.0,health,0
4191,f,40.0,sports,0
4192,f,53.0,health,1
4193,m,57.0,news,0
4194,f,81.0,health,1
4195,f,24.0,health,0
4196,f,18.0,sports,1
4197,m,51.0,movies,0
4198,f,37.0,health,1
4199,m,25.0,sports,1
4200,m,72.0,news,0
4201,m,18.0,health,0
4202,f,43.0,health,1
4203,f,62.0,news,0
4204,m,68.0,movies,0
4205,f,73.0,sports,0
4206,m,78.0,sports,0
4207,f,12.0,sports,1
4208,m,11.0,health,0
4209,m,22.0,sports,1
4210,f,58.0,movies,0
4211,f,47.0,sports,0
4212,f,88.0,news,0
4213,m,57.0,movies,0
4214,m,56.0,sports,0
